ctime,relname,pid,mode,granted
1430778019.33276,pg_locks,39932,AccessShareLock,t
1430778019.33276,pg_stat_database,39928,AccessShareLock,t
1430778079.37948,pg_locks,40093,AccessShareLock,t
1430778139.39451,pg_locks,40118,AccessShareLock,t
1430778199.37186,pg_locks,40145,AccessShareLock,t
1430778199.37186,pg_stat_activity,40142,AccessShareLock,t
1430778199.37186,pg_stat_all_tables,40143,AccessShareLock,t
1430778199.37186,pg_statio_all_tables,40143,AccessShareLock,t
1430778259.41857,pg_locks,40174,AccessShareLock,t
1430778319.40071,pg_locks,40201,AccessShareLock,t
1430778319.40071,pg_stat_all_tables,40202,AccessShareLock,t
1430778319.40071,pg_stat_database,40200,AccessShareLock,t
1430778319.40071,pg_statio_all_tables,40202,AccessShareLock,t
1430778379.44971,pg_locks,40230,AccessShareLock,t
1430778379.44971,pg_stat_all_tables,40226,AccessShareLock,t
1430778379.44971,pg_statio_all_tables,40226,AccessShareLock,t
1430778439.44794,pg_locks,40256,AccessShareLock,t
1430778499.49275,pg_locks,40285,AccessShareLock,t
1430778499.49275,pg_stat_all_indexes,40283,AccessShareLock,t
1430778499.49275,pg_stat_all_tables,40282,AccessShareLock,t
1430778499.49275,pg_statio_all_indexes,40283,AccessShareLock,t
1430778499.49275,pg_statio_all_tables,40282,AccessShareLock,t
1430778559.48187,pg_locks,40313,AccessShareLock,t
1430778619.60275,pg_locks,40370,AccessShareLock,t
1430778679.55555,pg_locks,40442,AccessShareLock,t
1430778679.55555,pg_stat_all_tables,40441,AccessShareLock,t
1430778679.55555,pg_statio_all_tables,40441,AccessShareLock,t
